primary_key,incident_number,report_type,report_type_description,incident_status_code,incident_status_description,investigation_status,incident_occurred,incident_reported,incident_location,latitude,longitude,zip_code,location_code,location_description,offense_number,offense_nibrs,offense_description,weapon_primary,weapon_description,victim_number,domestic_related,victim_type,victim_description,mapped_location,victim_gender,victim_race,victim_ethnicity,victim_county_resident
20230537436_11,20230537436,D,DISPATCHED,O,OPEN,Open,2023-09-09T17:00:00.000,2023-09-09T23:11:00.000,DELAWARE AV,36.16,-86.82,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,NON RESIDENT
20230532912_11,20230532912,D,DISPATCHED,O,OPEN,Open,2023-08-05T12:00:00.000,2023-09-07T20:10:00.000,RUFFIAN,36.06,-86.61,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230537436_13,20230537436,D,DISPATCHED,O,OPEN,Open,2023-09-09T17:00:00.000,2023-09-09T23:11:00.000,DELAWARE AV,36.16,-86.82,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,3,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,NON RESIDENT
20230540805_11,20230540805,D,DISPATCHED,O,OPEN,Open,2023-09-11T16:36:00.000,2023-09-11T16:36:00.000,GENERAL BATE DR,36.1,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230200193_11,20230200193,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-04-05T08:00:00.000,2023-04-05T09:36:00.000,125 125,36.152,-86.765,37210,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230208930_11,20230208930,D,DISPATCHED,O,OPEN,Open,2023-04-08T15:30:00.000,2023-04-09T20:38:00.000,MACKIE ST,36.16,-86.86,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230538904_11,20230538904,D,DISPATCHED,O,OPEN,Open,2023-09-09T08:17:00.000,2023-09-10T21:36:00.000,LAVERGNE COUCHVILLE PKE,36.05,-86.57,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,TRUE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230537726_12,20230537726,D,DISPATCHED,O,OPEN,Open,2023-09-09T18:45:00.000,2023-09-10T04:20:00.000,CONVENT PL,36.13,-86.8,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230537726_13,20230537726,D,DISPATCHED,O,OPEN,Open,2023-09-09T18:45:00.000,2023-09-10T04:20:00.000,CONVENT PL,36.13,-86.8,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,3,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230175220_12,20230175220,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-03-23T09:00:00.000,2023-03-24T01:47:00.000,400 400,36.161,-86.795,37203,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230206835_11,20230206835,D,DISPATCHED,O,OPEN,Open,2023-04-08T01:00:00.000,2023-04-08T11:24:00.000,PATRICIA DR,36.13,-86.71,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230537726_11,20230537726,D,DISPATCHED,O,OPEN,Open,2023-09-09T18:45:00.000,2023-09-10T04:20:00.000,CONVENT PL,36.13,-86.8,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230175220_11,20230175220,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-03-23T09:00:00.000,2023-03-24T01:47:00.000,400 400,36.161,-86.795,37203,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230537726_14,20230537726,D,DISPATCHED,O,OPEN,Open,2023-09-09T18:45:00.000,2023-09-10T04:20:00.000,CONVENT PL,36.13,-86.8,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,4,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230447308_11,20230447308,D,DISPATCHED,O,OPEN,Open,2023-07-31T07:04:00.000,2023-07-31T08:20:00.000,FALLS CREEK DR,36.15,-86.64,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230444608_13,20230444608,D,DISPATCHED,O,OPEN,Open,2023-07-29T14:36:00.000,2023-07-29T15:33:00.000,TREUTLAND AVE,36.18,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,3,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230444608_12,20230444608,D,DISPATCHED,O,OPEN,Open,2023-07-29T14:36:00.000,2023-07-29T15:33:00.000,TREUTLAND AVE,36.18,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230421159_11,20230421159,T,NA,O,OPEN,Open,2023-07-17T09:30:00.000,2023-07-18T08:44:00.000,CLIFF DR,36.2,-86.83,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230207139_11,20230207139,D,DISPATCHED,O,OPEN,Open,2023-04-07T12:00:00.000,2023-04-08T16:48:00.000,PICCADILLY ROW,36.08,-86.66,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230213302_11,20230213302,D,DISPATCHED,O,OPEN,Open,2023-04-10T22:27:00.000,2023-04-11T19:21:00.000,12TH AV S,36.15,-86.78,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230215174_11,20230215174,W,WITNESS,O,OPEN,Open,2023-03-27T00:00:00.000,2023-04-12T13:46:00.000,28TH AV N,36.15,-86.81,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230050142_11,20230050142,D,DISPATCHED,J,"JUVENILE, NO CUSTODY",Closed,2023-01-24T09:30:00.000,2023-01-24T17:18:00.000,2308 2308,36.129,-86.774,37204,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230444608_11,20230444608,D,DISPATCHED,O,OPEN,Open,2023-07-29T14:36:00.000,2023-07-29T15:33:00.000,TREUTLAND AVE,36.18,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230443544_11,20230443544,D,DISPATCHED,O,OPEN,Open,2023-07-28T23:09:00.000,2023-07-29T00:25:00.000,N DUPONT AVE,36.27,-86.7,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,01,HANDGUN,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230448846_11,20230448846,D,DISPATCHED,O,OPEN,Open,2023-07-30T14:00:00.000,2023-07-29T21:36:00.000,LOVELL ST,36.15,-86.86,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230447392_11,20230447392,T,NA,O,OPEN,Open,2023-07-27T18:00:00.000,2023-07-31T08:34:00.000,JONES AV,36.2,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230436528_11,20230436528,D,DISPATCHED,O,OPEN,Open,2023-07-25T07:00:00.000,2023-07-25T20:24:00.000,TREUTLAND AVE,36.18,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,06,LETHAL/CUTTING INSTRUMENT,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230126172_11,20230126172,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-02-28T15:50:00.000,2023-02-28T17:19:00.000,831 831,36.134,-86.702,37217,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,I,Non-Hispanic,RESIDENT
20230248988_12,20230248988,D,DISPATCHED,O,OPEN,Open,2023-04-27T18:00:00.000,2023-04-28T12:48:00.000,33RD AVE N,36.16,-86.83,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230214384_11,20230214384,D,DISPATCHED,O,OPEN,Open,2023-04-12T07:20:00.000,2023-04-12T08:23:00.000,REP JOHN LEWIS WAY N,36.17,-86.78,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230527600_11,20230527600,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-09-05T15:00:00.000,2023-09-05T21:42:00.000,2305 2305,36.062,-86.645,37013,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230507631_11,20230507631,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-08-24T12:00:00.000,2023-08-27T11:27:00.000,2413 2413,NA,NA,37211,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230452219_11,20230452219,D,DISPATCHED,O,OPEN,Open,2023-07-23T10:30:00.000,2023-08-02T13:04:00.000,BERKLEY DR,36.25,-86.72,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230215822_11,20230215822,D,DISPATCHED,O,OPEN,Open,2023-04-12T19:22:00.000,2023-04-12T20:05:00.000,APACHE TRL,36.07,-86.69,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230427017_11,20230427017,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-07-20T15:00:00.000,2023-07-20T23:06:00.000,1628 1628,36.175,-86.815,37208,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,TRUE,I,INDIVIDUAL (18 AND OVER),,M,P,Hispanic,RESIDENT
20230199413_11,20230199413,D,DISPATCHED,O,OPEN,Open,2023-03-30T01:30:00.000,2023-04-05T01:49:00.000,PEPPER RIDGE CIR,36.08,-86.66,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230190131_11,20230190131,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-03-31T09:53:00.000,2023-03-31T11:18:00.000,1707 1707,36.182,-86.793,37208,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,15,OTHER,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230166312_12,20230166312,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-03-19T21:00:00.000,2023-03-20T00:34:00.000,4646 4646,36.069,-86.72,37211,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,06,LETHAL/CUTTING INSTRUMENT,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230199413_12,20230199413,D,DISPATCHED,O,OPEN,Open,2023-03-30T01:30:00.000,2023-04-05T01:49:00.000,PEPPER RIDGE CIR,36.08,-86.66,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230212000_11,20230212000,O,NA,O,OPEN,Open,2023-04-10T22:00:00.000,2023-04-11T08:18:00.000,BELL RD,36.07,-86.64,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230178848_11,20230178848,D,DISPATCHED,O,OPEN,Open,2023-03-23T20:40:00.000,2023-03-26T04:21:00.000,16TH AVE N,36.18,-86.81,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230215736_11,20230215736,D,DISPATCHED,O,OPEN,Open,2023-04-11T06:00:00.000,2023-04-12T19:46:00.000,REP JOHN LEWIS WAY N,36.17,-86.78,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230406625_11,20230406625,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-07-06T13:38:00.000,2023-07-11T13:38:00.000,4051 4051,36.032,-86.595,37013,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230449004_21,20230449004,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-07-31T23:30:00.000,2023-08-01T02:34:00.000,15180 15180,36.045,-86.72,37211,90,APARTMENT,2,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230215737_11,20230215737,D,DISPATCHED,O,OPEN,Open,2023-04-11T23:00:00.000,2023-04-12T19:37:00.000,MURFREESBORO,36.14,-86.74,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230217260_11,20230217260,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-04-13T09:37:00.000,2023-04-13T13:34:00.000,2460 2460,36.19,-86.818,37208,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230448605_11,20230448605,D,DISPATCHED,O,OPEN,Open,2023-07-30T23:00:00.000,2023-07-31T20:26:00.000,WHITES CREEK PKE,36.22,-86.8,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230218217_11,20230218217,D,DISPATCHED,O,OPEN,Open,2023-04-11T11:00:00.000,2023-04-13T19:19:00.000,GALLAVISTA AV,36.25,-86.71,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230158875_12,20230158875,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-03-16T04:00:00.000,2023-03-16T05:26:00.000,27 27,36.07,-86.677,37013,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230217858_11,20230217858,S,SUSPECT,O,OPEN,Open,2023-03-31T00:00:00.000,2023-04-13T14:49:00.000,AMALIE DR,36.05,-86.72,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230214314_11,20230214314,D,DISPATCHED,O,OPEN,Open,2023-04-12T05:18:00.000,2023-04-12T07:15:00.000,HARRINGTON AV,36.26,-86.71,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230217247_11,20230217247,D,DISPATCHED,O,OPEN,Open,2023-04-13T03:14:00.000,2023-04-13T09:35:00.000,LEWIS ST,36.15,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230207861_21,20230207861,D,DISPATCHED,O,OPEN,Open,2023-04-09T00:08:00.000,2023-04-09T00:34:00.000,STROUSE AV,36.19,-86.75,NA,90,APARTMENT,2,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230217943_11,20230217943,D,DISPATCHED,O,OPEN,Open,2023-04-13T17:12:00.000,2023-04-13T17:12:00.000,BRILEY,36.13,-86.7,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230538157_11,20230538157,D,DISPATCHED,O,OPEN,Open,2023-09-10T03:00:00.000,2023-09-10T08:56:00.000,APACHE TRL,36.07,-86.69,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230444297_11,20230444297,D,DISPATCHED,O,OPEN,Open,2023-07-02T10:06:00.000,2023-07-29T10:06:00.000,RURAL HILL RD,36.09,-86.62,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230444325_13,20230444325,D,DISPATCHED,O,OPEN,Open,2023-07-28T15:00:00.000,2023-07-29T10:40:00.000,OLD HICKORY BLVD,36.05,-86.72,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,3,FALSE,B,BUSINESS,,NA,NA,NA,NA
20230454412_21,20230454412,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-08-03T11:30:00.000,2023-08-03T13:13:00.000,15451 15451,36.039,-86.735,37211,22,"RESIDENCE, HOME",2,220,BURGLARY - AGGRAVATED,17,NONE,1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,NON RESIDENT
20230448835_11,20230448835,D,DISPATCHED,O,OPEN,Open,2023-07-31T22:00:00.000,2023-07-31T22:26:00.000,OLD HICKORY BLVD,36.18,-86.6,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230437374_11,20230437374,D,DISPATCHED,O,OPEN,Open,2023-07-26T02:20:00.000,2023-07-26T06:08:00.000,WALLACE RD,36.08,-86.72,NA,90,APARTMENT,1,220,BURGLARY - ESPECIALLY AGGRAVATED,01,HANDGUN,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230444325_12,20230444325,D,DISPATCHED,O,OPEN,Open,2023-07-28T15:00:00.000,2023-07-29T10:40:00.000,OLD HICKORY BLVD,36.05,-86.72,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230443643_11,20230443643,D,DISPATCHED,O,OPEN,Open,2023-07-29T00:01:00.000,2023-07-29T04:52:00.000,THOMPSON PL,36.13,-86.71,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230428492_11,20230428492,D,DISPATCHED,O,OPEN,Open,2023-07-21T18:44:00.000,2023-07-21T18:44:00.000,S 8TH ST,36.17,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230444325_11,20230444325,D,DISPATCHED,O,OPEN,Open,2023-07-28T15:00:00.000,2023-07-29T10:40:00.000,OLD HICKORY BLVD,36.05,-86.72,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230448891_11,20230448891,D,DISPATCHED,O,OPEN,Open,2023-07-30T06:30:00.000,2023-07-31T23:07:00.000,CONVISER DR,36.22,-86.75,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230437374_12,20230437374,D,DISPATCHED,O,OPEN,Open,2023-07-26T02:20:00.000,2023-07-26T06:08:00.000,WALLACE RD,36.08,-86.72,NA,90,APARTMENT,1,220,BURGLARY - ESPECIALLY AGGRAVATED,01,HANDGUN,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230220206_11,20230220206,D,DISPATCHED,O,OPEN,Open,2023-04-14T17:18:00.000,2023-04-14T18:24:00.000,WESTCHESTER DR,36.25,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,01,HANDGUN,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230197162_11,20230197162,D,DISPATCHED,O,OPEN,Open,2023-04-04T00:00:00.000,2023-04-04T00:37:00.000,NA,36.17,-86.8,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230209261_31,20230209261,D,DISPATCHED,O,OPEN,Open,2023-04-09T23:20:00.000,2023-04-10T05:12:00.000,LEBANON,36.15,-86.72,NA,90,APARTMENT,3,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230551478_12,20230551478,D,DISPATCHED,O,OPEN,Open,2023-09-16T00:00:00.000,2023-09-16T01:24:00.000,WEAKLEY,NA,NA,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230441548_11,20230441548,D,DISPATCHED,O,OPEN,Open,2023-07-27T22:00:00.000,2023-07-28T00:40:00.000,ELM HILL PKE,36.14,-86.64,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230226738_11,20230226738,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-04-18T07:23:00.000,2023-04-18T08:52:00.000,2700 2700,36.215,-86.753,37207,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230222174_11,20230222174,D,DISPATCHED,O,OPEN,Open,2023-04-15T20:05:00.000,2023-04-15T21:58:00.000,DRY FORK RD,36.25,-86.83,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230205211_11,20230205211,D,DISPATCHED,O,OPEN,Open,2023-04-07T15:30:00.000,2023-04-07T16:36:00.000,PLUS PARK BLVD,36.13,-86.73,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230221811_11,20230221811,D,DISPATCHED,O,OPEN,Open,2023-04-14T15:00:00.000,2023-04-15T15:25:00.000,JACKSON DOWNS BLVD,36.18,-86.64,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230384633_11,20230384633,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-06-29T15:30:00.000,2023-06-30T19:33:00.000,733 733,36.068,-86.667,37013,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230445765_12,20230445765,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-07-30T06:50:00.000,2023-07-30T09:35:00.000,307 307,36.121,-86.704,37217,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,01,HANDGUN,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,U,Hispanic,RESIDENT
20230445765_13,20230445765,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-07-30T06:50:00.000,2023-07-30T09:35:00.000,307 307,36.121,-86.704,37217,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,01,HANDGUN,3,FALSE,I,INDIVIDUAL (18 AND OVER),,M,U,Hispanic,RESIDENT
20230228283_11,20230228283,D,DISPATCHED,O,OPEN,Open,2023-04-15T09:00:00.000,2023-04-18T22:48:00.000,APACHE TRL,36.07,-86.69,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
